diciplin,serie1,serie2,andsoon
FR60PR,dec,0.005,0.0056,10,10,10,10,10,10
FR60PRFINAL,dec,0.005,0.0056,5,5,2,2,2,2,2,2
FR3*20,hel,0.005,0.0056,10,10,10,10,10,10
FR2*30,hel,0.005,0.0056,10,10,10,10,10,10
FR3*20FINAL,dec,0.005,0.0056,5,5,5,5,5,5,5,5,1,1,1,1,1
